formula,sg,xc,flg
Ca2O6Si2,74,{'pbe': {}},"['th', 'hp']"
Mg6O18Si6,11,{'pbe': {}},['hp']
Cu4Sn4Y2,129,{'pbe': {}},
F6NbRb,166,{'pbe': {}},
F8H8O20S4Sn8,14,{'pbe': {}},
CdO2Sr,123,{'pbe': {}},['th']
Lu2O2S4Sb2,129,{'pbe': {}},
Si6Ti2V8,140,{'pbe': {}},
Cu4Nb4O12,12,{'pbe': {}},
Ba6P12,14,{'pbe': {}},
O28P8W4,205,"{'pbe': {'am': 8.33, 'tm': 8.0}}",
Nb2Zn32,63,{'pbe': {}},
Na4O28P8Sc4,14,{'pbe': {}},
Cs2H2O20P6V2,15,"{'pbe': {'am': 4.34, 'tm': 4.0}}",
Cr4Hg4O16,14,{'pbe': {}},
Ni12Sn8,62,{'pbe': {}},
Eu4Si8,141,"{'pbe': {'am': 29.53, 'tm': 28.96}}",
Cd2Mn3O8,12,"{'pbe': {'am': 9.4, 'tm': 9.0}}",
Ba4Hg4S8,26,{'pbe': {}},
Al4Cu2Ir2,67,{'pbe': {}},
Cd6I12,156,{'pbe': {}},
B6Ni20Ti3,225,{'pbe': {}},
C28Y16,14,{'pbe': {}},
I4Li4O20,14,"{'pbe': {'am': 8.57, 'tm': 8.0}}",
Cr4O16W4,22,"{'pbe': {'am': 13.03, 'tm': 12.48}}",
Cu3LuMn4O12,204,"{'pbe': {'am': 14.03, 'tm': 9.99}}",['th']
Cd2Ce,164,"{'pbe': {'am': 1.33, 'tm': 1.3}}",
Co2In4S8,227,"{'pbe': {'am': 6.04, 'tm': 6.0}}",
Ge4Ni2Sr2,63,{'pbe': {}},
KNO2,8,{'pbe': {}},
As7Cu9La2Mn3,174,"{'pbe': {'am': 13.83, 'tm': 13.43}}",
K6S8Sb2,36,{'pbe': {}},
Cu2In2O6S2Sr4,129,{'pbe': {}},
Ba8Ga4S14,11,{'pbe': {}},
B4Mo10P2,140,{'pbe': {}},
InNbS2,187,{'pbe': {}},
MoNiO6Sr2,225,"{'pbe': {'am': 2.05, 'tm': 1.9100000000000001}}",['ht']
Ca3Li4N6Si2,12,{'pbe': {}},
Ir4Lu12,62,{'pbe': {}},
C6FeN6,162,"{'pbe': {'am': 4.33, 'tm': 4.06}}",
Al8O20Si4,2,{'pbe': {}},
Li2O16Sc2W4,15,{'pbe': {}},
LaOs4P12,204,{'pbe': {}},
H12LaNi5,191,{'pbe': {}},
Ge2O12Te4,14,{'pbe': {}},
B4Ga2Rh10Sc4,127,{'pbe': {}},
Mo16O20Zn2,109,{'pbe': {}},
Ni6Rb4Se8,70,{'pbe': {}},
Cl6K2Te,225,{'pbe': {}},
As6Na2O24Ti4,167,{'pbe': {}},
Ca2F4,194,{'pbe': {}},['hp']
Ge24Mn12Ti12,55,"{'pbe': {'am': 22.95, 'tm': 17.04}}",
Ba4In4O10,46,{'pbe': {}},
C16Cl8O16Rh8,122,{'pbe': {}},
Br18Os4Rb6,176,{'pbe': {}},
B8H32Mg4,70,{'pbe': {}},['th']
Be26Mg2,226,{'pbe': {}},
SeSm,225,"{'pbe': {'am': 6.05, 'tm': 5.91}}",
CuLuSe2,164,{'pbe': {}},
Cr8Hf4,194,{'pbe': {}},
H3LiNi,221,{'pbe': {}},
As2Hf18Re8,194,{'pbe': {}},
As4B2Cs6,15,{'pbe': {}},
Ag2Rb4S8Ta2,70,{'pbe': {}},
Al12Fe8Si4,227,{'pbe': {}},
Mg4Pb4Sr4,62,{'pbe': {}},
B4Cr4Ni8O20,55,"{'pbe': {'am': 28.36, 'tm': 27.9}}",
Be2Ti8,227,{'pbe': {}},
Al3Ca3NbO14Si2,150,{'pbe': {}},
F18Ga6,63,{'pbe': {}},
C3H20N4O10,42,{'pbe': {}},
C4W8,60,{'pbe': {}},
H8O12Si8,148,{'pbe': {}},
Hf4La4O14,227,{'pbe': {}},
Mn4Nb4P4,62,"{'pbe': {'am': 5.52, 'tm': 4.29}}",
B8Ir4V8,58,{'pbe': {}},
N48Tl8Zn4,29,{'pbe': {}},
Al18Gd4Ir6,63,"{'pbe': {'am': 29.01, 'tm': 28.34}}",
Ga10La2Ni,139,{'pbe': {}},
Ga2Hf4,140,{'pbe': {}},
AuErSn,216,"{'pbe': {'am': 2.7199999999999998, 'tm': 2.71}}",
Pd2Y,139,{'pbe': {}},
H4O8P2Rb2,11,{'pbe': {}},['ht']
Mo6O17Tl,164,{'pbe': {}},
H24N8O8P4,14,{'pbe': {}},
Co2GaTi,225,{'pbe': {}},
BaO,225,{'pbe': {}},
Al16Ru7Sc6,225,{'pbe': {}},
As16Cs8Se24,62,{'pbe': {}},
Al4Ca4O20Si4,19,"{'pbe': {'am': 4.32, 'tm': 4.07}}",
MnPd2Sn,225,"{'pbe': {'am': 4.47, 'tm': 4.19}}",
HfRuSb,216,{'pbe': {}},
F16Zr4,14,{'pbe': {}},
Br32Ti8,205,{'pbe': {}},
Nb4O8Y4,88,{'pbe': {}},['ht']
H4O12Se4Sr2,2,{'pbe': {}},
B2EuRh3,191,"{'pbe': {'am': 7.06, 'tm': 6.91}}",
Al3F6Na15O24P6,147,{'pbe': {}},
Ca4O26Si6Y6,4,"{'pbe': {'am': 2.62, 'tm': 2.34}}",
F4H12O16S4,62,{'pbe': {}},
K2O8S2Sn,166,{'pbe': {}},
Gd4Os8,194,"{'pbe': {'am': 29.54, 'tm': 27.11}}",
Ag3F14Hf2,12,"{'pbe': {'am': 1.11, 'tm': 1.01}}",
Bi4Mo8O32Rb4,60,{'pbe': {}},
AgLi,221,{'pbe': {}},
NSbSr3,221,{'pbe': {}},
Fe4Pt4Sb4,198,"{'pbe': {'am': 13.61, 'tm': 12.51}}",
Ni2O6Sr2,194,{'pbe': {}},
Co2O8Rh4,227,"{'pbe': {'am': 6.1, 'tm': 6.04}}",
B16Re4Yb4,55,"{'pbe': {'am': 1.0, 'tm': 0.85}}",
F16La4Rb4,62,{'pbe': {}},
Al8N8O12Si4Sr4,19,{'pbe': {}},
Ba8Ge4,62,{'pbe': {}},
B6Os8Y3,69,{'pbe': {}},
Ag2P4S12V2,13,"{'pbe': {'am': 4.7, 'tm': 4.0}}",
Nb4O30P8,1,{'pbe': {}},
Si41,217,{'pbe': {}},['th']
CdH2O2,164,{'pbe': {}},
Pb2Pt2,194,{'pbe': {}},
CRh3Tb,221,"{'pbe': {'am': 6.06, 'tm': 6.04}}",
CaGe2Pd2,139,{'pbe': {}},
Ce2Pd3Zn14,166,{'pbe': {}},
H27K6Tc3,189,{'pbe': {}},
Bi4,11,{'pbe': {}},['hp']
Gd4Ge4Mn4,62,"{'pbe': {'am': 43.06, 'tm': 42.29}}",
Ga4H6O18P6,176,{'pbe': {}},
Os17Zr54,71,{'pbe': {}},
F2Mg2Na2O8S2,15,{'pbe': {}},
O32P4RbW8,12,{'pbe': {}},
B4P2Rh10Sc4,127,{'pbe': {}},
Hf18Mo8Si2,194,{'pbe': {}},
Ga2Sn6Ta10,193,{'pbe': {}},
CdSe4Zn3,215,{'pbe': {}},['th']
Ba2O18Si8,188,{'pbe': {}},
Ca2Nb3O10Rb,123,{'pbe': {}},
Ag4Cu4S4,26,{'pbe': {}},
ClNSr2,166,{'pbe': {}},
Ba4O20Y8Zn4,62,{'pbe': {}},
La4Rh4Sn8,63,{'pbe': {}},
Au2Co2Na8O10,11,"{'pbe': {'am': 8.18, 'tm': 8.01}}",
Fe2S12Ti6,182,{'pbe': {}},
As4Cu2La2,129,{'pbe': {}},
N24Ta16,206,{'pbe': {}},['th']
Ca10Pb6,193,{'pbe': {}},
Ge4Pt4Ti4,62,{'pbe': {}},
Na4O16V8,62,"{'pbe': {'am': 13.35, 'tm': 12.0}}",
Br6N2Ti,225,"{'pbe': {'am': 6.91, 'tm': 4.76}}",
Eu8O28Si8,33,"{'pbe': {'am': 51.31, 'tm': 48.0}}",
As4Cu8K4S12,2,{'pbe': {}},
Cd2Li2,227,{'pbe': {}},
AlBaSi,187,{'pbe': {}},
Al2Ga2Pr,139,"{'pbe': {'am': 2.51, 'tm': 2.4}}",
BaH3Li,221,{'pbe': {}},
RbSe8Ti5,12,{'pbe': {'am': 0.01}},
CaCsF3,221,{'pbe': {}},
Al6O24V6,2,{'pbe': {}},
HgPo,225,{'pbe': {}},
CeF6Na2,150,{'pbe': {}},
Br20La4Rb8,62,{'pbe': {}},
Ba2O6SbY,225,{'pbe': {}},
C4H16Mn2N4O8S4,14,"{'pbe': {'am': 10.07, 'tm': 10.0}}",
Cl2F16Sb2,2,{'pbe': {}},
Cr8Sc4Si10,72,"{'pbe': {'am': 3.5700000000000003, 'tm': 2.47}}",
O14Ti6,12,{'pbe': {}},
Ag4I12O32,30,{'pbe': {}},
Be3N2,160,{'pbe': {}},['th']
Cd2Cr2F12Li2,163,"{'pbe': {'am': 6.33, 'tm': 6.0}}",
Br12CoSc7,148,{'pbe': {}},
Al6Pd10,55,{'pbe': {}},
Fe2S16Ta8,194,"{'pbe': {'am': 7.69, 'tm': 6.69}}",
BaF3Li,221,{'pbe': {}},['hp']
CaH4Rb2,139,{'pbe': {}},
Cd11I22,156,{'pbe': {}},
O28Pb2Sb2,227,{'pbe': {}},
B8H24Mg4O28,77,{'pbe': {}},
HoPt3,221,"{'pbe': {'am': 4.03, 'tm': 4.02}}",
H2K4N2O12S4,15,{'pbe': {}},
Ce2F2S2,129,"{'pbe': {'am': 2.07, 'tm': 1.9500000000000002}}",
In2O12Sb2Sr4,14,{'pbe': {}},
Ba4Be4F16,62,{'pbe': {}},
Ag2Ge2Sm,139,"{'pbe': {'am': 5.83, 'tm': 5.68}}",
F8Li6Mn2O12P4,14,"{'pbe': {'am': 8.29, 'tm': 8.0}}",
Na2Nb2O6,148,{'pbe': {}},
Ca2O12Sr4W2,14,{'pbe': {}},
Cu2H24O28Rb4Se4,14,"{'pbe': {'am': 2.2, 'tm': 2.0}}",
CdLu,221,{'pbe': {}},
BaMgNa2O8P2,164,{'pbe': {}},
La14Rh6,186,{'pbe': {}},
GaNbO6Sr2,87,{'pbe': {}},
Ba4F8O6W2,9,{'pbe': {}},
SeSr,225,{'pbe': {}},
Cu2EuF8Na,97,"{'pbe': {'am': 8.19, 'tm': 8.0}}",
Ga3Nd,221,"{'pbe': {'am': 3.61, 'tm': 3.55}}",
P6Y2Zn6,194,{'pbe': {}},
Cu4H8K4O20P4,14,{'pbe': {}},
Ga6Hf6Pt6,190,{'pbe': {}},
F8K4O4Ti2,63,"{'pbe': {'am': 4.15, 'tm': 4.02}}",
LaLi3Sb2,164,{'pbe': {}},
F20Na8Sn6,15,{'pbe': {}},
Ba2CuO3,71,{'pbe': {}},
K4O18Si6Sn2,176,{'pbe': {}},
CaIrSi3,107,{'pbe': {}},
Ge2Ni4Sr2,194,{'pbe': {}},
Ba4Nb2O12Y2,14,{'pbe': {}},
Cl6La4N2,72,{'pbe': {}},
B6F6H6N6,167,{'pbe': {}},
Sr2,194,{'pbe': {}},['ht']
Ba2Cu8O34P8Ti2,90,"{'pbe': {'am': 8.71, 'tm': 7.99}}",
Bi2Cu2P4Se12,163,{'pbe': {}},
Na4Pt2Se4,36,{'pbe': {}},
Au4Ba2O8,88,{'pbe': {}},
As8Nb4Ni4,62,{'pbe': {}},
Ba2Hg4,74,{'pbe': {}},
AgZr2,139,{'pbe': {}},
In14K3Mg20,221,{'pbe': {}},
Cl10Co2Cs10,140,"{'pbe': {'am': 3.86, 'tm': 2.51}}",
S32Zn32,156,{'pbe': {}},
Ag4H8O12Te2,43,{'pbe': {}},
Cu2MnSnTe4,121,"{'pbe': {'am': 4.78, 'tm': 4.66}}",
As2In2,186,{'pbe': {}},['th']
Au6Y2,59,{'pbe': {}},
Ca2MnO10P2,2,"{'pbe': {'am': 1.57, 'tm': 0.8300000000000001}}",
Gd6O14Os2,63,"{'pbe': {'am': 47.97, 'tm': 47.89}}",['ht']
CB2Ni2Y,139,{'pbe': {}},
Li2Ni2O16Rb10Si4,15,{'pbe': {}},
AlRe,221,{'pbe': {}},
Ca3NSn,221,{'pbe': {}},
Ce3In,221,"{'pbe': {'am': 3.61, 'tm': 3.5700000000000003}}",
Ni4Sb12,204,{'pbe': {}},['th']
SiSr,123,{'pbe': {}},['th']
CaGaHSi,156,{'pbe': {}},['th']
B2Ba2Cu2O10Tb2,100,"{'pbe': {'am': 12.29, 'tm': 12.29}}",
CNdRh3,221,"{'pbe': {'am': 3.37, 'tm': 3.03}}",
CdInS2,164,{'pbe': {}},
C4Al8Ta12,213,{'pbe': {}},
Ga2IrLi,225,{'pbe': {}},
C4Os8Zr16,227,{'pbe': {}},
Cl4Mg2,2,{'pbe': {}},['th']
Br6N2Po,225,"{'pbe': {'am': 6.89, 'tm': 6.87}}",
Au2Cs2Se6,15,{'pbe': {}},
AlPd24Y8,221,{'pbe': {}},
Cu4K8Se8Ta4,70,{'pbe': {}},
F4MgRb2,139,{'pbe': {}},
La4Na4O24Se8,14,{'pbe': {}},
O20Sr4Ti8,35,{'pbe': {}},['th']
O4Si2,122,{'pbe': {}},['ht']
O18P6Ru2,2,"{'pbe': {'am': 2.14, 'tm': 2.0}}",
Al20Pd16Sr8,62,{'pbe': {}},
NSc,225,{'pbe': {}},
Cl12Mo4N4,2,{'pbe': {}},
Ba12Ge4Mg4N16,52,{'pbe': {}},
Cs8O8Pb4,2,{'pbe': {}},
Ba2CoF6,164,"{'pbe': {'am': 0.93, 'tm': 0.87}}",
C4I22Sc12,2,{'pbe': {}},
BaP2Zn2,139,{'pbe': {}},
CaCl4Cs2,139,{'pbe': {}},
Al4Ca4F24H8Na4O4,15,{'pbe': {}},
O20Ti12,13,{'pbe': {}},
C6H24F6N2O2Sn,12,{'pbe': {}},
Gd2Hg6,194,"{'pbe': {'am': 14.45, 'tm': 14.39}}",
F3RbYb,221,"{'pbe': {'am': 0.29, 'tm': 0.28}}",
K4O12V4,57,{'pbe': {}},['hp']
I12La12Sb4,214,{'pbe': {}},
O8Sc2V2,88,{'pbe': {}},['th']
InS2Tl,166,{'pbe': {}},
B2Rh12Sn8,194,{'pbe': {}},
Ag2MgSm,225,"{'pbe': {'am': 6.06, 'tm': 6.03}}",
In2Ni4Sm4,127,"{'pbe': {'am': 24.43, 'tm': 22.81}}",
Ga6Ge6I2Na8O24,218,{'pbe': {}},
Ca2Na4O24V8,125,{'pbe': {}},
Cl14O8P4V2,2,{'pbe': {}},
Al4Gd22Ge16,139,"{'pbe': {'am': 161.55, 'tm': 158.78}}",
O8Sr4,62,{'pbe': {}},['ht']
K4Mo18S22,148,{'pbe': {}},
Al16O24,33,{'pbe': {}},['th']
C8H24N4O4Se2,15,{'pbe': {}},
Br2Ga6Li8O24Si6,218,{'pbe': {}},
Bi8La6Ni6,220,{'pbe': {}},
B2Ta2,63,{'pbe': {}},
C6Au3KN6Ni,149,"{'pbe': {'am': 2.24, 'tm': 2.0}}",
LaRuSi3,107,{'pbe': {}},
Cu4Ni4S12Sb4,19,{'pbe': {}},
In2Mo8O12,127,{'pbe': {}},
Cu2Ge2Y,139,{'pbe': {}},
B4Ga3O12Y,155,{'pbe': {}},
Pt4Sc8,62,{'pbe': {}},
Al4Gd4Ir4,62,"{'pbe': {'am': 28.73, 'tm': 28.54}}",
CaCu2Si2,139,{'pbe': {}},
Ba4Cu2O12Tl4,64,{'pbe': {}},
Ga3O14SbSi2Sr3,150,{'pbe': {}},
K2OPb2Si2,191,{'pbe': {}},
LiPb,221,{'pbe': {}},
CrN,225,"{'pbe': {'am': 2.54, 'tm': 2.46}}",
F2I2Sm2,129,"{'pbe': {'am': 12.15, 'tm': 12.0}}",
Rh4Sn4,198,{'pbe': {}},
LiPt7,225,{'pbe': {}},
Mo6Te6Tl2,176,{'pbe': {}},
Na4O14Si4Zn4,40,{'pbe': {}},
B2La2N2Ni2,129,{'pbe': {}},
Cu6K6Se16Ta4,15,{'pbe': {}},
Co4O24Sn4,224,{'pbe': {}},
HgS,216,{'pbe': {}},['ht']
MoPt2,71,{'pbe': {}},
Cs2H8MgO16P4,2,{'pbe': {}},
La8Sc12Si16,62,{'pbe': {}},
LaMn2Si2,139,"{'pbe': {'am': 4.47, 'tm': 3.59}}",
O14P2Pb3TeZn3,150,{'pbe': {}},
In12Se18,169,{'pbe': {}},
As4Na4O20Ti4,14,{'pbe': {}},
RhZn,221,{'pbe': {}},
Ge2LaNi2,139,{'pbe': {}},
MnV,221,{'pbe': {}},
GdO6ReSr2,225,"{'pbe': {'am': 7.68, 'tm': 7.67}}",
Al3CoGe2Ho3,189,"{'pbe': {'am': 11.29, 'tm': 11.16}}",
Ca9Pd6,148,{'pbe': {}},
LiO2S2Ti,164,"{'pbe': {'am': 3.0, 'tm': 2.9699999999999998}}",
Co8Ge26Tb6,223,"{'pbe': {'am': 36.69, 'tm': 36.2}}",
Ge10La4Pt6,72,{'pbe': {}},
Cl4Cu6O12Se4,2,{'pbe': {}},
Ir2O12Sr6Zn2,167,"{'pbe': {'am': 2.33, 'tm': 2.11}}",
Ge6Ir7Y4,229,{'pbe': {}},
O18P4Ti4,2,{'pbe': {}},
B8Ir8Y2,86,{'pbe': {}},
CK4O4,121,{'pbe': {}},['th']
Cl6Eu2,176,"{'pbe': {'am': 13.55, 'tm': 11.99}}",
Hf2PdSb3,115,{'pbe': {}},
Li2Zn2,227,{'pbe': {}},
Sb10Zn12,167,{'pbe': {}},
B2Cl2H8Na4O8,129,{'pbe': {}},
B6Mn2Ni21,225,"{'pbe': {'am': 11.42, 'tm': 10.27}}",
Ge2,141,{'pbe': {}},['hp']
C4K8N24O12,2,{'pbe': {}},
BaNb2O11V2,166,{'pbe': {}},
Cu5Y,191,{'pbe': {}},
CdN3O6Tl,146,{'pbe': {}},
Cl12Mg4Rb4,194,{'pbe': {}},
CoDy2Ga8,123,"{'pbe': {'am': 9.78, 'tm': 9.06}}",
Al2B4Ir10Sc4,127,{'pbe': {}},
Nb4Ni7Si2,166,{'pbe': {}},['th']
I4Li4O16,14,{'pbe': {}},
Li4O8Si2Zn2,31,{'pbe': {}},
MgMn6Sn6,191,"{'pbe': {'am': 16.46, 'tm': 14.08}}",
K2O13Ti6,12,{'pbe': {}},
As2CaGa2,166,{'pbe': {}},
Bi2O10Pb2V2,12,{'pbe': {}},['ht']
Rb8S32Sn8,14,{'pbe': {}},
Cl8Cu8O24Te10,85,"{'pbe': {'am': 8.62, 'tm': 7.99}}",
As4Lu4Se4,14,{'pbe': {}},
H6Na2O12Se4,14,{'pbe': {}},
Nb4P8,141,{'pbe': {}},
Ag4Na2,227,{'pbe': {}},
Ag3Bi3Te6,164,{'pbe': {}},
AsNiTb,187,"{'pbe': {'am': 6.06, 'tm': 6.04}}",
Ba2Bi2Cl2O4,63,{'pbe': {}},
AuNiSn2,187,{'pbe': {}},
Ca6Rh8Sn26,223,{'pbe': {}},
Ca2O8Tl4,63,{'pbe': {}},
Cs4O12P4,14,{'pbe': {}},
Br18Cr4Cs6,194,"{'pbe': {'am': 14.16, 'tm': 12.0}}",
LaPd3,221,{'pbe': {}},
Co2F2H8Na2O12S2,11,"{'pbe': {'am': 6.09, 'tm': 6.0}}",
Cu8Rb8S24Sn8,15,{'pbe': {}},
Ca2K4O18S4,11,"{'pbe': {'am': 4.58, 'tm': 4.39}}",
AuCu2Zn,123,{'pbe': {}},
Bi4Te3,166,{'pbe': {}},
AuSn3Sr,107,{'pbe': {}},['th']
Na2Nb2S4,194,{'pbe': {}},
Re2W6,223,{'pbe': {}},
Mo6Si2,223,{'pbe': {}},
Ga5La3O14Zr,150,{'pbe': {}},
Ca4Ga4O16Y4,62,{'pbe': {}},
Br6Cs2Mg2O12,15,"{'pbe': {'am': 8.03, 'tm': 7.76}}",
O12Sc2Y6,148,{'pbe': {}},
Si4,63,{'pbe': {}},['th']
Cd12Rb8Te16,15,{'pbe': {}},
K4Nb4O32P8,14,{'pbe': {}},
Ga4S4,194,{'pbe': {}},
In4Sb4Se12,62,{'pbe': {}},
PbYb,123,"{'pbe': {'am': 0.08, 'tm': 0.01}}",
B2Sm,191,"{'pbe': {'am': 5.97, 'tm': 5.77}}",
Dy2Ni4,227,"{'pbe': {'am': 9.96, 'tm': 9.73}}",
F10Pd2Rb6,127,{'pbe': {}},
C12Fe2K2La2N12,163,{'pbe': {}},
B12Cd4K4O24,15,{'pbe': {}},
CuF3Tl,123,{'pbe': {}},
Ni2Pb2,194,{'pbe': {}},
O24Si12,162,{'pbe': {}},['th']
InYb,221,{'pbe': {}},
Eu2H6Mg,164,"{'pbe': {'am': 14.28, 'tm': 14.0}}",
P12Ru19Yb5,189,{'pbe': {}},
B6Ba6FeO18Y,148,"{'pbe': {'am': 5.06, 'tm': 5.0}}",
Ag2F8K4,14,"{'pbe': {'am': 2.2, 'tm': 2.0}}",
Li2PtSb,216,{'pbe': {}},
Gd2O8P2,141,"{'pbe': {'am': 14.02, 'tm': 14.0}}",['th']
Ge2Li4O10V2,129,"{'pbe': {'am': 2.45, 'tm': 2.0}}",
C4H12Hg4N12,14,{'pbe': {}},
C24Br4F16N4,15,{'pbe': {}},
KLiMn2O12Si4,12,"{'pbe': {'am': 8.15, 'tm': 8.0}}",
C2Bi2CaO8,71,{'pbe': {}},
B2Gd10Ge6,193,"{'pbe': {'am': 73.17, 'tm': 72.45}}",
Cu4LuTl,216,{'pbe': {}},
Gd2Ni3Zn14,166,"{'pbe': {'am': 14.51, 'tm': 14.37}}",
Mg4Nb8O24,60,{'pbe': {}},
C8Al8Hf2,164,{'pbe': {}},
Ba4P4Se12,14,{'pbe': {}},
Fe2H3KMo2O10,12,"{'pbe': {'am': 8.08, 'tm': 8.0}}",
Cu2P4Y2,67,{'pbe': {}},
B6Co20Mn3,225,"{'pbe': {'am': 35.54, 'tm': 31.68}}",
B6Ba6O18ScSm,148,"{'pbe': {'am': 5.3, 'tm': 5.0}}",
Cs2F6RbY,225,{'pbe': {}},
Au4O14Se4,32,{'pbe': {}},
H12O18S2Tl2V2,4,{'pbe': {}},
N4O4S4Se2,15,{'pbe': {}},
Cl10Cs6Zn2,140,{'pbe': {}},
Cd4S8,205,{'pbe': {}},
Ag4Lu4Se8,19,{'pbe': {}},
AuNi4Y,216,{'pbe': {}},
Si10,11,{'pbe': {}},['th']
Ba2Pd2,63,{'pbe': {}},
Au6Cl6O6,148,{'pbe': {}},
Ba10Cl2O24V6,176,{'pbe': {}},
C18Br6Cd2N2,176,"{'pbe': {'am': 0.01, 'tm': 0.01}}",
Br4Mo4O16Y4,2,{'pbe': {}},
As6Ir7Mg4,229,{'pbe': {}},
Bi4Ir4O14,227,{'pbe': {}},['th']
Cu2FeSn,225,"{'pbe': {'am': 3.04, 'tm': 2.8200000000000003}}",
Cu2Te6Ti2Tl2,11,{'pbe': {}},
Ag8I8O24,29,{'pbe': {}},
Cl20Gd4K8,62,"{'pbe': {'am': 28.18, 'tm': 28.0}}",
Cr8Nb4,194,{'pbe': {}},
O19Sr5Ti7,47,{'pbe': {}},['th']
As56Cs24,61,{'pbe': {}},
Ag4O12V4,62,{'pbe': {}},
ErH,225,"{'pbe': {'am': 2.56, 'tm': 2.44}}",['th']
Ge12NdPt4,204,{'pbe': {}},
Cl5Cs2O4V,12,"{'pbe': {'am': 7.08, 'tm': 6.11}}",
C20Cl4Mn4O20,62,{'pbe': {}},
Be2Hf2Si2,194,{'pbe': {}},
As16Ga8K16,14,{'pbe': {}},
La2Li2Mo4O16,13,{'pbe': {}},
As4Os2,58,{'pbe': {}},
C4RhSc3,71,{'pbe': {}},
Gd4Hf4O14,227,"{'pbe': {'am': 28.01, 'tm': 28.0}}",['th']
B8H40Mg2N8Na4,88,{'pbe': {}},
Ca2O8Se2,88,{'pbe': {}},
Cd4O8,205,"{'pbe': {'am': 8.49, 'tm': 8.09}}",
CoF2,225,"{'pbe': {'am': 3.03, 'tm': 3.0}}",['hp']
Ce4Os8,194,{'pbe': {}},
C4Nb16Zn8,227,{'pbe': {}},
C20,221,{'pbe': {}},['th']
Be4Ta6,127,{'pbe': {}},
B4Li8Pd12,213,{'pbe': {}},
Co2GaSm2,71,"{'pbe': {'am': 14.5, 'tm': 9.84}}",
Eu4Li4O16Ti4,57,"{'pbe': {'am': 26.14, 'tm': 24.0}}",
As4Fe4Zr4,62,{'pbe': {}},
Cs2I6Tc,225,"{'pbe': {'am': 3.48, 'tm': 3.09}}",
CaS,225,{'pbe': {}},
O7SrTa2,139,"{'pbe': {'am': 2.27, 'tm': 2.06}}",['ht']
CsHgN3O6,200,"{'pbe': {'am': 4.17, 'tm': 4.0}}",
I8Li20S12Sb4,58,{'pbe': {}},
MoZn6,225,{'pbe': {}},
Ba3O5TeYb2,123,"{'pbe': {'am': 1.99, 'tm': 1.9300000000000002}}",
Cl4Eu8O28Si4,57,"{'pbe': {'am': 67.26, 'tm': 51.9}}",
Bi4Li4Sr4,62,{'pbe': {}},
Ca2F8Pd2,140,"{'pbe': {'am': 0.21, 'tm': 0.21}}",
Ca8Cl4Cr4O16,57,"{'pbe': {'am': 4.47, 'tm': 4.0}}",
C2H12Cl10Hg4N6,20,{'pbe': {}},
Cl6H18N6Rh2,11,{'pbe': {}},
Al8Ru4,70,{'pbe': {}},
B5H3O11Sr2,5,{'pbe': {}},
As2SrZn2,164,{'pbe': {}},
Au10In2K6,74,{'pbe': {}},
N2Nb2,186,{'pbe': {}},['th']
CoIn8Y2,123,{'pbe': {}},
Bi4Cu2O22Se6,39,"{'pbe': {'am': 2.31, 'tm': 2.0}}",
H4Mn4O28P8,14,"{'pbe': {'am': 16.53, 'tm': 16.0}}",
Cl4Ga4Te4,58,{'pbe': {}},
Fe4Nb4P4,62,{'pbe': {}},
Se6Zr2,11,{'pbe': {}},
C6Cs6,189,{'pbe': {}},
Cd4O14Os4,227,{'pbe': {}},
Be12V,139,"{'pbe': {'am': 0.58, 'tm': 0.48}}",
Bi4O14Sn4,227,{'pbe': {}},['ht']
Ba2EuO6Sb,225,"{'pbe': {'am': 6.4, 'tm': 6.0}}",
O16Pb12,135,{'pbe': {}},
Ru8Si24Y6,64,{'pbe': {}},
Al8FeMg3Si6,189,{'pbe': {}},
RhSnTi,216,{'pbe': {}},
Ge16Na16,14,{'pbe': {}},
Ir6Mg18,185,{'pbe': {}},
AlAs2LiO7,5,{'pbe': {}},
As24Ca32,55,{'pbe': {}},
LaPt5,191,{'pbe': {}},
Au3In3Lu3,189,{'pbe': {}},
AsIn,216,{'pbe': {}},
Ag4Li6Si6,134,{'pbe': {}},
CGd3Sn,221,"{'pbe': {'am': 22.06, 'tm': 21.53}}",
Br20In12Sn4,19,{'pbe': {}},
Bi2Fe2O6,161,"{'pbe': {'am': 7.91, 'tm': 7.9}}",
F6GeRb2,164,{'pbe': {}},
Al2Y2,63,{'pbe': {}},
Gd4K4P8Se24,19,"{'pbe': {'am': 28.64, 'tm': 27.72}}",
H26Mg7Sr6,12,{'pbe': {}},
La2Ni10P6,63,{'pbe': {}},
Ca2F8H4,70,{'pbe': {}},
Ge2I28Zr12,64,{'pbe': {}},
Se2V2,129,"{'pbe': {'am': 0.48, 'tm': 0.46}}",['th']
Ni4P8Ta4,62,{'pbe': {}},
O14P8Se2,2,{'pbe': {}},
Ge8W4,62,{'pbe': {}},
Cu2Eu2P2,194,"{'pbe': {'am': 14.4, 'tm': 14.01}}",
H8K8O20Ru4,19,"{'pbe': {'am': 8.4, 'tm': 8.0}}",
B24Ru4Y8,55,{'pbe': {}},
Co2Nb8,227,{'pbe': {}},
Ir6Mg6Si16,216,{'pbe': {}},
Ba4Ge8S20,227,{'pbe': {}},
O24Tl16,206,{'pbe': {}},
Al4Ca2O24Si8,15,{'pbe': {}},
Cs2Te6Y2Zn2,63,{'pbe': {}},
Bi14S8Te13,148,{'pbe': {}},
